Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,,2018/12/20,to-read,to-read (#70),to-read,,,,0,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",0,4.00,Time Warner Book Group,Paperback,301,2002,2002,,2018/12/20,,,read,,,,1,0
30629730,A Colony in a Nation,Chris Hayes,"Hayes, Chris",,"=""0393254224""","=""9780393254228""",0,4.19,W. W. Norton & Company,Hardcover,256,2017,2017,,2017/05/14,,,read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.18,Grand Central Publishing,Hardcover,296,2016,2016,,2018/12/03,to-read,to-read (#69),to-read,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.09,Vintage,Paperback,343,1994,1959,,2016/08/18,,,read,,,,1,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.08,Business Plus,Kindle Edition,288,2012,2012,,2018/11/20,to-read,to-read (#68),to-read,,,,0,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Albert R. Hibbs, Ralph Leighton, Edward Hutchings","=""0393316041""","=""9780393316049""",0,4.27,W. W. Norton & Company,Paperback,391,1997,1985,,2017/11/12,,,read,,,,1,0
240592,The Open Society and Its Enemies,Karl Popper,"Popper, Karl",,"=""0415282365""","=""9780415282369""",0,4.22,Routledge,Hardcover,920,2002,1956,,2018/11/08,to-read,to-read (#67),to-read,,,,0,0
11449108,Making Sense of People: Decoding the Mysteries of Personality,Samuel H. Barondes,"Barondes, Samuel H.",,"=""0132172607""","=""9780132172608""",0,3.58,FT Press,Hardcover,230,2011,2011,,2018/11/08,to-read,to-read (#66),to-read,,,,0,0
29947651,"Endurance: A Year in Space, A Lifetime of Discovery",Scott    Kelly,"Kelly, Scott",Margaret Lazarus Dean,"=""1524731595""","=""9781524731595""",0,4.21,Alfred A. Knopf,Hardcover,400,2017,2017,,2018/11/03,to-read,to-read (#65),to-read,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",4,4.41,Penguin Press,Hardcover,790,2017,2017,,2017/08/03,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.16,HarperCollins,Hardcover,312,2008,2008,,2018/10/18,,,read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",0,3.96,Harper Press,Paperback,170,2005,-400,,2018/10/14,to-read,to-read (#64),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Irina Henegar, Barry Fox","=""0316010669""","=""9780316010665""",0,3.96,Back Bay Books,Paperback,296,2007,2005,,2018/09/29,to-read,to-read (#63),to-read,,,,0,0
29430012,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",4,4.33,Viking,Hardcover,462,2016,2016,,2017/08/13,potentiak,potentiak (#1),read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2018/09/28,to-read,to-read (#62),to-read,,,,0,0
23657771,Tower of the Sun: Stories From the Middle East and North Africa,Michael J. Totten,"Totten, Michael J.",,"=""""","=""""",4,3.89,Belmont Estate Books,Kindle Edition,272,2014,2014,,2016/08/08,,,read,,,,1,0
33673455,Scars of Independence: America's Violent Birth,Holger Hoock,"Hoock, Holger",,"=""""","=""""",2,3.87,Crown,Kindle Edition,552,2017,2017,2017/11/11,2017/07/04,,,read,,,,1,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",4,4.08,Harper Perennial,Paperback,729,1995,1980,,2017/11/05,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",4,4.17,Bantam,Hardcover,244,2004,1951,,2017/11/12,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",4,4.41,Penguin Books,Paperback,601,2002,1952,,2018/03/16,,,read,,,,1,0
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447432""","=""9780553447439""",5,4.47,Crown Publishers,Hardcover,418,2016,2016,,2018/03/03,,,read,,,,1,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",3,4.49,Doubleday Canada,Hardcover,289,2016,2016,2018/08/27,2018/06/17,,,read,,,,1,0
195040,Modern Nature,Derek Jarman,"Jarman, Derek",,"=""087951549X""","=""9780879515492""",0,4.36,Overlook Books,Paperback,320,1994,1991,,2018/08/04,to-read,to-read (#61),to-read,,,,0,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",0,4.08,Free Press,Paperback,336,1997,1973,,2018/07/29,to-read,to-read (#60),to-read,,,,0,0
31176294,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,Alyssa Mastromonaco,"Mastromonaco, Alyssa",Lauren Oyler,"=""1455588229""","=""9781455588220""",0,3.92,Twelve,Hardcover,244,2017,2017,,2018/07/22,,,read,,,,0,0
17334495,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.14,Simon & Schuster,Hardcover,910,2013,2013,,2018/07/22,to-read,to-read (#59),to-read,,,,0,0
36743867,Lincoln's Last Trial: The Murder Case That Propelled Him to the Presidency,Dan Abrams,"Abrams, Dan",David   Fisher,"=""1335424695""","=""9781335424693""",0,3.87,Hanover Square Press,Hardcover,320,2018,2018,,2018/07/08,to-read,to-read (#58),to-read,,,,0,0
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",4,4.12,Harper,ebook,352,2018,2018,,2018/03/16,,,read,,,,1,0
6572270,Bloodlands: Europe Between Hitler and Stalin,Timothy Snyder,"Snyder, Timothy",,"=""0465002390""","=""9780465002399""",5,4.38,Basic Books,Hardcover,524,2010,2010,,2018/05/28,,,read,,,,2,0
34928286,African Dominion: A New History of Empire in Early and Medieval West Africa,Michael A. Gomez,"Gomez, Michael A.",,"=""0691177422""","=""9780691177427""",0,3.63,Princeton University Press,Hardcover,520,2018,,,2018/05/26,to-read,to-read (#57),to-read,,,,0,0
31624963,The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World—And Us,Richard O. Prum,"Prum, Richard O.",,"=""0385537212""","=""9780385537216""",1,4.06,Doubleday,Hardcover,448,2017,2017,,2018/03/23,to-read,to-read (#56),to-read,,,,2,0
23527795,Citizen-Protectors: The Everyday Politics of Guns in an Age of Decline,Jennifer Carlson,"Carlson, Jennifer",,"=""0199347557""","=""9780199347551""",0,3.82,Oxford University Press,Hardcover,248,2015,2015,,2018/03/20,to-read,to-read (#55),to-read,,,,0,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",4,4.44,Liveright,Hardcover,368,2017,2017,,2017/10/02,,,read,,,,1,0
7150397,"The Devil & Sherlock Holmes: Tales of Murder, Madness & Obsession",David Grann,"Grann, David",,"=""0385517920""","=""9780385517928""",0,3.79,Doubleday,Hardcover,338,2010,2010,,2018/02/06,to-read,to-read (#54),to-read,,,,0,0
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,"=""0393354776""","=""9780393354775""",0,3.99,W. W. Norton & Company,Paperback,368,2017,2016,,2018/01/12,to-read,to-read (#53),to-read,,,,0,0
22551809,The Road to Character,David  Brooks,"Brooks, David",,"=""081299325X""","=""9780812993257""",0,3.66,Random House,Hardcover,320,2015,2015,,2018/01/01,to-read,to-read (#52),to-read,,,,0,0
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,"=""159059844X""","=""9781590598443""",0,3.93,Apress,Paperback,209,2007,2007,,2017/12/21,to-read,to-read (#51),to-read,,,,0,0
31920820,Priestdaddy,Patricia Lockwood,"Lockwood, Patricia",,"=""1594633738""","=""9781594633737""",0,3.86,Riverhead Books,Hardcover,336,2017,2017,,2017/12/18,to-read,to-read (#50),to-read,,,,0,0
34002261,The Locals,Jonathan  Dee,"Dee, Jonathan",,"=""0812993225""","=""9780812993226""",0,3.35,Random House,Hardcover,400,2017,2017,,2017/12/18,to-read,to-read (#49),to-read,,,,0,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, Isle Lasch, William J. Winslade","=""080701429X""","=""9780807014295""",4,4.37,Beacon Press,Paperback,165,2006,1946,,2016/08/16,,,read,,,,1,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",0,4.11,Simon and Schuster,Hardcover,542,2014,2011,,2017/12/06,to-read,to-read (#48),to-read,,,,0,0
18770267,Make It Stick: The Science of Successful Learning,Peter C. Brown,"Brown, Peter C.","Henry L. Roediger III, Mark A. McDaniel","=""0674729013""","=""9780674729018""",0,4.16,Belknap Press: An Imprint of Harvard University Press,Hardcover,313,2014,2014,,2017/12/06,to-read,to-read (#47),to-read,,,,0,0
335864,The Practicing Mind: Bringing Discipline and Focus into Your Life,Thomas M. Sterner,"Sterner, Thomas M.",,"=""0977657205""","=""9780977657209""",0,3.96,Mountain Sage,Paperback,170,2006,2006,,2017/12/06,to-read,to-read (#46),to-read,,,,0,0
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.26,St. Martin's Press,Hardcover,320,2015,2015,,2017/12/06,to-read,to-read (#45),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2017/11/12,to-read,to-read (#44),to-read,,,,0,0
17162740,"Rumsfeld's Rules: Leadership Lessons in Business, Politics, War, and Life",Donald Rumsfeld,"Rumsfeld, Donald",,"=""006227287X""","=""9780062272874""",0,3.97,Broadside e-books,Unknown Binding,352,2013,2013,,2017/11/12,to-read,to-read (#43),to-read,,,,0,0
174968,Killings,Calvin Trillin,"Trillin, Calvin",Carolyn Trillin,"=""0140079777""","=""9780140079777""",0,3.80,Penguin Books,Paperback,256,1985,1985,,2017/11/10,to-read,to-read (#42),to-read,,,,0,0
227603,Prozac Nation,Elizabeth Wurtzel,"Wurtzel, Elizabeth",,"=""1573225126""","=""9781573225120""",0,3.63,Riverhead Books,Paperback,368,1995,1994,,2017/11/05,to-read,to-read (#41),to-read,,,,0,0
25330592,A Full Life: Reflections at Ninety,Jimmy Carter,"Carter, Jimmy",,"=""1501115634""","=""9781501115639""",0,3.84,Simon & Schuster,Hardcover,257,2015,2015,,2017/09/19,to-read,to-read (#40),to-read,,,,0,0
25622782,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393352609""","=""9780393352603""",0,3.87,W. W. Norton & Company,Paperback,438,2016,2004,,2017/09/17,to-read,to-read (#39),to-read,,,,0,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Brett Helquist, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,4.09,Modern Library,Paperback,625,2001,1844,,2017/09/16,to-read,to-read (#38),to-read,,,,0,0
18924928,The Man Who Mistook His Wife For A Hat: And Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",0,4.06,Odyssey Editions,Kindle Edition,233,2010,1985,,2017/09/15,to-read,to-read (#37),to-read,,,,0,0
28119237,Tribe: On Homecoming and Belonging,Sebastian Junger,"Junger, Sebastian",,"=""1455566381""","=""9781455566389""",0,4.02,Twelve,Hardcover,192,2016,2016,,2017/09/13,to-read,to-read (#36),to-read,,,,0,0
28363972,The Last Days of Night,Graham Moore,"Moore, Graham",,"=""0812988906""","=""9780812988901""",4,4.15,Random House,Hardcover,371,2016,2016,2017/09/09,2017/09/09,,,read,,,,1,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",5,4.28,Simon & Schuster,Paperback,916,2006,2005,,2016/06/27,,,read,,,,1,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060920432""","=""9780060920432""",0,4.11,Harper Perennial,Paperback,303,1990,1990,,2017/08/23,to-read,to-read (#35),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,2017/08/19,2016/08/19,,,read,,,,1,0
17098,Isaac Newton,James Gleick,"Gleick, James",,"=""1400032954""","=""9781400032952""",0,3.79,Vintage,Paperback,272,2004,2003,,2017/08/14,to-read,to-read (#34),to-read,,,,0,0
821914,Everything and More: A Compact History of Infinity,David Foster Wallace,"Wallace, David Foster",,"=""0393003388""","=""9780393003383""",0,3.73,W. W. Norton & Company,Hardcover,319,2003,2003,,2017/08/14,to-read,to-read (#33),to-read,,,,0,0
147537,Franklin and Winston: An Intimate Portrait of an Epic Friendship,Jon Meacham,"Meacham, Jon",,"=""0812972821""","=""9780812972825""",0,4.15,Random House Trade Paperbacks,Paperback,490,2004,2003,,2017/08/14,to-read,to-read (#32),to-read,,,,0,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",0,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,,2017/08/13,to-read,to-read (#31),to-read,,,,0,0
28116847,Here I Am,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0374280029""","=""9780374280024""",0,3.64,"Farrar, Straus and Giroux",Hardcover,592,2016,2016,,2017/08/13,to-read,to-read (#30),to-read,,,,0,0
29358555,The Man Who Knew: The Life and Times of Alan Greenspan,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594204845""","=""9781594204845""",0,4.32,Penguin Press,Hardcover,800,2016,2016,,2017/08/03,to-read,to-read (#29),to-read,,,,0,0
28251002,The Nix,Nathan  Hill,"Hill, Nathan",,"=""110194661X""","=""9781101946619""",0,4.08,Knopf,Hardcover,625,2016,2016,,2017/08/03,to-read,to-read (#28),to-read,,,,0,0
15805442,Mastermind: How to Think Like Sherlock Holmes,Maria Konnikova,"Konnikova, Maria",,"=""0670026573""","=""9780670026579""",0,3.54,Viking Adult,Hardcover,273,2013,2013,,2017/08/03,to-read,to-read (#27),to-read,,,,0,0
773858,Born Standing Up: A Comic's Life,Steve Martin,"Martin, Steve",,"=""1416553649""","=""9781416553649""",0,3.88,Scribner,Hardcover,207,2007,2007,,2017/07/25,to-read,to-read (#26),to-read,,,,0,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",5,4.06,Doubleday,Hardcover,320,2016,2016,2017/06/03,2017/05/14,,,read,,,,1,0
32076678,The Fact of a Body: A Murder and a Memoir,Alexandria Marzano-Lesnevich,"Marzano-Lesnevich, Alexandria",,"=""1250080541""","=""9781250080547""",0,3.80,Flatiron Books,Hardcover,326,2017,2017,,2017/05/20,to-read,to-read (#24),to-read,,,,0,0
17333428,"Without Their Permission: How the 21st Century Will Be Made, Not Managed",Alexis Ohanian,"Ohanian, Alexis",,"=""1455520020""","=""9781455520022""",0,3.70,Business Plus,Hardcover,272,2013,2013,,2017/05/19,to-read,to-read (#23),to-read,,,,0,0
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.15,"Little, Brown and Company",Hardcover,327,2013,2012,,2017/05/19,to-read,to-read (#22),to-read,,,,0,0
26530386,"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane,"Lane, Nick",,"=""0393352978""","=""9780393352979""",5,4.18,W. W. Norton & Company,Paperback,368,2016,2015,2017/05/14,2016/08/16,priority,priority (#1),read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",5,4.31,Scribner,Hardcover,544,2014,2014,2017/05/14,2016/08/19,,,read,,,,1,0
9006,"Don't Get Too Comfortable: The Indignities of Coach Class, The Torments of Low Thread Count, The Never-Ending Quest for Artisanal Olive Oil, and Other First World Problems",David Rakoff,"Rakoff, David",,"=""0767916034""","=""9780767916035""",5,3.72,Knopf Doubleday Publishing Group,Paperback,222,2006,,,2017/05/02,,,read,,,,1,0
17345217,"Things That Matter: Three Decades of Passions, Pastimes and Politics",Charles Krauthammer,"Krauthammer, Charles",,"=""0385349173""","=""9780385349178""",4,4.22,Crown Forum,Hardcover,388,2013,2013,,2017/05/02,,,read,,,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",4,4.16,Simon & Schuster,Hardcover,675,2007,2007,,2017/05/02,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2017/04/02,"to-read, startup-business","to-read (#21), startup-business (#3)",to-read,,,,0,0
8586192,Internet Architecture and Innovation,Barbara van Schewick,"Schewick, Barbara van",,"=""0262013975""","=""9780262013970""",0,3.91,Mit Pr,Hardcover,574,2010,2010,,2017/04/02,"startup-business, to-read","startup-business (#2), to-read (#20)",to-read,,,,1,0
27191691,"The Only Game in Town: Central Banks, Instability, and Avoiding the Next Collapse",Mohamed El-Erian,"El-Erian, Mohamed",,"=""081299762X""","=""9780812997620""",0,3.57,Random House,Hardcover,320,2016,2016,,2017/04/02,to-read,to-read (#19),to-read,,,,0,0
126061,The Double Helix,James D. Watson,"Watson, James D.",,"=""0451037707""","=""9780451037701""",0,3.85,Signet Books,Paperback,143,1969,1968,,2017/04/02,to-read,to-read (#18),to-read,,,,0,0
30408033,A Horse Walks into a Bar,David Grossman,"Grossman, David",Jessica Cohen,"=""0451493974""","=""9780451493972""",0,3.52,Alfred A. Knopf,Hardcover,208,2017,2014,,2017/04/02,to-read,to-read (#17),to-read,,,,0,0
20483105,Insurrections of the Mind: 100 Years of Politics and Culture in America,Franklin Foer,"Foer, Franklin",,"=""0062340395""","=""9780062340399""",0,3.71,Harper Perennial,Paperback,608,2014,2014,,2017/04/02,to-read,to-read (#16),to-read,,,,0,0
326790,The Society of Mind,Marvin Minsky,"Minsky, Marvin",,"=""0671657135""","=""9780671657130""",0,4.04,Simon & Schuster,Paperback,336,1988,1985,,2017/04/02,to-read,to-read (#15),to-read,,,,0,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Carlo Pagetti, Greg Bear","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,,2017/04/02,to-read,to-read (#14),to-read,,,,0,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",0,4.11,Portfolio,Hardcover,256,2014,2013,,2017/04/02,"to-read, startup-business","to-read (#13), startup-business (#1)",to-read,,,,0,0
43369,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Hitchens, Christopher",,"=""0446579807""","=""9780446579803""",4,3.96,Twelve Books,Hardcover,307,2007,2007,,2017/03/19,,,read,,,,1,0
30038905,"Learn Better: Mastering the Skills for Success in Life, Business, and School, or, How to Become an Expert in Just About Anything",Ulrich Boser,"Boser, Ulrich",,"=""1623365260""","=""9781623365264""",0,3.82,Rodale Books,Hardcover,304,2017,2017,,2017/03/19,to-read,to-read (#12),to-read,,,,0,0
29875934,The Correspondence: Essays,J.D.  Daniels,"Daniels, J.D.",,"=""0374535949""","=""9780374535940""",0,3.72,"Farrar, Straus and Giroux",Hardcover,144,2017,2017,,2017/03/19,to-read,to-read (#11),to-read,,,,0,0
30989285,Age of Anger: A History of the Present,Pankaj Mishra,"Mishra, Pankaj",,"=""0374715823""","=""9780374715823""",0,3.64,"Farrar, Straus and Giroux",ebook,416,2017,2017,,2017/03/19,to-read,to-read (#10),to-read,,,,0,0
844124,The Medici: Godfathers of the Renaissance,Paul Strathern,"Strathern, Paul",,"=""1844130983""","=""9781844130986""",0,4.09,Pimlico,Paperback,431,2005,2003,,2016/12/27,to-read,to-read (#9),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",4,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2016/12/10,2016/11/24,,,read,,,,1,0
549449,The Making of the President 1960,Theodore H. White,"White, Theodore H.",,"=""0760762899""","=""9780760762899""",0,4.15,Leventhal,Hardcover,486,2004,1960,,2016/11/24,to-read,to-read (#8),to-read,,,,0,0
9487538,Everything is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""""","=""""",5,3.89,Mariner Books,Kindle Edition,288,2013,2002,2016/10/15,2016/10/15,,,read,,,,1,0
6066095,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",5,4.34,Riverhead,Kindle Edition,372,2004,2003,2016/09/06,2016/09/06,,,read,,,,1,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.03,Picador USA,Paperback,529,2002,2002,,2016/08/19,to-read,to-read (#7),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.31,Tor,Mass Market Paperback,324,2004,1985,,2016/08/19,,,read,,,,1,0
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",0,4.09,Simon  Schuster,Paperback,386,2006,2005,,2016/08/18,to-read,to-read (#6),to-read,,,,0,0
10445007,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"Larson, Erik",,"=""""","=""""",4,3.88,Crown,Kindle Edition,466,2011,2011,2016/08/16,2016/08/08,,,read,,,,1,0
51330,The Trial of Socrates,I.F. Stone,"Stone, I.F.",,"=""0385260326""","=""9780385260329""",0,3.98,Anchor,Paperback,282,1989,1988,,2016/08/16,to-read,to-read (#5),to-read,,,,0,0
161206,Hunger of Memory: The Education of Richard Rodriguez,Richard Rodríguez,"Rodríguez, Richard",,"=""0553231936""","=""9780553382518""",0,3.33,Dial Press Trade Paperback,Paperback,212,2004,1981,,2016/08/16,to-read,to-read (#4),to-read,,,,0,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,4.04,Vintage Books,Paperback,147,1991,1956,,2016/08/16,to-read,to-read (#3),to-read,,,,0,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",5,3.69,Vintage,Paperback,437,2001,2000,,2016/08/08,,,read,,,,1,0
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""1400077303""","=""9781400077304""",0,4.17,Vintage,Paperback,832,2004,1998,,2016/07/05,to-read,to-read (#2),to-read,,,,0,0
10883,Benjamin Franklin: An American Life,Walter Isaacson,"Isaacson, Walter",,"=""074325807X""","=""9780743258074""",0,4.04,Simon & Schuster,Paperback,586,2004,2003,,2016/06/27,to-read,to-read (#1),to-read,,,,0,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.16,Free Press,Paperback,372,2004,1989,,2016/06/26,,,read,,,,1,0
27239265,"The Short Drop (Gibson Vaughn, #1)",Matthew FitzSimmons,"FitzSimmons, Matthew",,"=""150395241X""","=""""",5,4.18,Thomas & Mercer,Kindle Edition,397,2015,2015,2016/02/25,2016/02/25,,,read,,,,1,0
18206751,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,"Aslan, Reza",,"=""""","=""""",4,3.86,Random House,Kindle Edition,336,2013,2013,2016/01/01,2016/01/01,,,read,,,,1,0
